2024-07-26 23:29:12,474 - INFO - Start memory usage of dataframe: 1053.30 MB
2024-07-26 23:29:14,130 - INFO - End memory usage of dataframe: 318.18 MB
2024-07-26 23:29:14,130 - INFO - Decreased by 69.8%
2024-07-26 23:29:14,131 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\train.csv
2024-07-26 23:29:18,361 - INFO - Start memory usage of dataframe: 643.68 MB
2024-07-26 23:29:19,401 - INFO - End memory usage of dataframe: 204.81 MB
2024-07-26 23:29:19,401 - INFO - Decreased by 68.2%
2024-07-26 23:29:19,402 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\test.csv
2024-07-26 23:29:19,929 - INFO - Data loaded successfully.
2024-07-26 23:29:19,946 - INFO - Data split into training and validation sets.
2024-07-26 23:29:20,186 - INFO - Feature engineering completed.
2024-07-26 23:29:20,186 - INFO - X_train feature engineering info:
2024-07-26 23:29:20,253 - INFO - Feature engineering completed.
2024-07-26 23:29:20,254 - INFO - X_valid feature engineering info:
2024-07-26 23:30:32,511 - INFO - Start memory usage of dataframe: 1053.30 MB
2024-07-26 23:30:34,115 - INFO - End memory usage of dataframe: 318.18 MB
2024-07-26 23:30:34,116 - INFO - Decreased by 69.8%
2024-07-26 23:30:34,116 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\train.csv
2024-07-26 23:30:38,305 - INFO - Start memory usage of dataframe: 643.68 MB
2024-07-26 23:30:39,350 - INFO - End memory usage of dataframe: 204.81 MB
2024-07-26 23:30:39,350 - INFO - Decreased by 68.2%
2024-07-26 23:30:39,351 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\test.csv
2024-07-26 23:30:39,838 - INFO - Data loaded successfully.
2024-07-26 23:30:39,855 - INFO - Data split into training and validation sets.
2024-07-26 23:30:40,081 - INFO - Feature engineering completed.
2024-07-26 23:30:40,082 - INFO - X_train feature engineering info:
2024-07-26 23:30:40,153 - INFO - Feature engineering completed.
2024-07-26 23:30:40,153 - INFO - X_valid feature engineering info:
2024-07-26 23:31:16,730 - INFO - Feature engineering completed.
2024-07-26 23:31:16,730 - INFO - test_df feature engineering info:
2024-07-26 23:33:18,459 - INFO - Start memory usage of dataframe: 1053.30 MB
2024-07-26 23:33:20,042 - INFO - End memory usage of dataframe: 318.18 MB
2024-07-26 23:33:20,042 - INFO - Decreased by 69.8%
2024-07-26 23:33:20,043 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\train.csv
2024-07-26 23:33:24,314 - INFO - Start memory usage of dataframe: 643.68 MB
2024-07-26 23:33:25,384 - INFO - End memory usage of dataframe: 204.81 MB
2024-07-26 23:33:25,384 - INFO - Decreased by 68.2%
2024-07-26 23:33:25,385 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\test.csv
2024-07-26 23:33:26,098 - INFO - Data loaded successfully.
2024-07-26 23:33:26,114 - INFO - Data split into training and validation sets.
2024-07-26 23:33:26,333 - INFO - Feature engineering completed.
2024-07-26 23:33:26,334 - INFO - X_train feature engineering info:
2024-07-26 23:33:26,401 - INFO - Feature engineering completed.
2024-07-26 23:33:26,402 - INFO - X_valid feature engineering info:
2024-07-26 23:34:03,342 - INFO - Feature engineering completed.
2024-07-26 23:34:03,343 - INFO - test_df feature engineering info:
2024-07-26 23:36:19,921 - INFO - Start memory usage of dataframe: 1053.30 MB
2024-07-26 23:36:21,518 - INFO - End memory usage of dataframe: 318.18 MB
2024-07-26 23:36:21,518 - INFO - Decreased by 69.8%
2024-07-26 23:36:21,519 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\train.csv
2024-07-26 23:36:25,797 - INFO - Start memory usage of dataframe: 643.68 MB
2024-07-26 23:36:26,831 - INFO - End memory usage of dataframe: 204.81 MB
2024-07-26 23:36:26,832 - INFO - Decreased by 68.2%
2024-07-26 23:36:26,832 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\test.csv
2024-07-26 23:36:27,397 - INFO - Data loaded successfully.
2024-07-26 23:36:27,413 - INFO - Data split into training and validation sets.
2024-07-26 23:36:27,635 - INFO - Feature engineering completed.
2024-07-26 23:36:27,635 - INFO - X_train feature engineering info:
2024-07-26 23:36:27,717 - INFO - Feature engineering completed.
2024-07-26 23:36:27,718 - INFO - X_valid feature engineering info:
2024-07-26 23:37:04,405 - INFO - Feature engineering completed.
2024-07-26 23:37:04,406 - INFO - test_df feature engineering info:
2024-07-26 23:37:04,410 - INFO - Intermediate DataFrame Info - Before Transformation
2024-07-26 23:37:04,410 - INFO - X_train:
2024-07-26 23:37:04,415 - INFO - X_valid:
2024-07-26 23:37:04,420 - INFO - test_df:
2024-07-26 23:37:04,478 - INFO - X_train_trans ColumnTransformer info:
2024-07-26 23:37:04,618 - INFO - X_valid_trans ColumnTransformer info:
2024-07-26 23:37:10,543 - INFO - test_trans ColumnTransformer info:
2024-07-26 23:37:41,647 - INFO - X_train_trans_df ensure_numeric info:
2024-07-26 23:37:41,698 - INFO - X_valid_trans_df ensure_numeric info:
2024-07-26 23:38:10,587 - INFO - test_trans_df ensure_numeric info:
2024-07-26 23:38:10,590 - INFO - Exploring Transformed Training DataFrame:
2024-07-26 23:38:10,590 - INFO - Transformed Training shape: (46019, 26)
2024-07-26 23:38:10,594 - INFO - Transformed Training info:
2024-07-26 23:38:10,599 - INFO - Transformed Training summary statistics:
2024-07-26 23:38:10,659 - INFO - Exploring Transformed Validation DataFrame:
2024-07-26 23:38:10,659 - INFO - Transformed Validation shape: (11505, 26)
2024-07-26 23:38:10,661 - INFO - Transformed Validation info:
2024-07-26 23:38:10,665 - INFO - Transformed Validation summary statistics:
2024-07-26 23:38:10,706 - INFO - Exploring Transformed Test DataFrame:
2024-07-26 23:38:10,707 - INFO - Transformed Test shape: (7669866, 26)
2024-07-26 23:38:10,709 - INFO - Transformed Test info:
2024-07-26 23:38:10,713 - INFO - Transformed Test summary statistics:
2024-07-26 23:38:14,924 - INFO - Starting XGBoost training...
2024-07-26 23:38:14,929 - INFO - ---- Fold 1 ----
2024-07-26 23:42:35,420 - INFO - Start memory usage of dataframe: 1053.30 MB
2024-07-26 23:42:37,055 - INFO - End memory usage of dataframe: 318.18 MB
2024-07-26 23:42:37,055 - INFO - Decreased by 69.8%
2024-07-26 23:42:37,056 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\train.csv
2024-07-26 23:42:41,398 - INFO - Start memory usage of dataframe: 643.68 MB
2024-07-26 23:42:42,455 - INFO - End memory usage of dataframe: 204.81 MB
2024-07-26 23:42:42,456 - INFO - Decreased by 68.2%
2024-07-26 23:42:42,456 - INFO - Data loaded and memory optimized from C:\Users\paulo\OneDrive\Documents\kaggle_competition_2_datasets\test.csv
2024-07-26 23:42:42,996 - INFO - Data loaded successfully.
2024-07-26 23:42:43,013 - INFO - Data split into training and validation sets.
2024-07-26 23:42:43,238 - INFO - Feature engineering completed.
2024-07-26 23:42:43,239 - INFO - X_train feature engineering info:
2024-07-26 23:42:43,245 - INFO - None
2024-07-26 23:42:43,309 - INFO - Feature engineering completed.
2024-07-26 23:42:43,310 - INFO - X_valid feature engineering info:
2024-07-26 23:42:43,318 - INFO - None
2024-07-26 23:43:20,486 - INFO - Feature engineering completed.
2024-07-26 23:43:20,487 - INFO - test_df feature engineering info:
2024-07-26 23:43:20,491 - INFO - None
2024-07-26 23:43:20,492 - INFO - Intermediate DataFrame Info - Before Transformation
2024-07-26 23:43:20,492 - INFO - X_train:
2024-07-26 23:43:20,499 - INFO - None
2024-07-26 23:43:20,499 - INFO - X_valid:
2024-07-26 23:43:20,504 - INFO - None
2024-07-26 23:43:20,505 - INFO - test_df:
2024-07-26 23:43:20,507 - INFO - None
2024-07-26 23:43:20,569 - INFO - X_train_trans ColumnTransformer info:
2024-07-26 23:43:20,699 - INFO - None
2024-07-26 23:43:20,718 - INFO - X_valid_trans ColumnTransformer info:
2024-07-26 23:43:20,746 - INFO - None
